Date;T;DewT;rH;Phpa;vms;vmax;Tmax;Tmin;R
31/03/2018;20.4;17.9;85.6;;0.7;3.1;24;17.6;4.1
01/04/2018;21.1;16.7;76.3;;1.2;3.6;26;18;0
02/04/2018;20.5;14.1;66.6;;2;5.1;27;17;
03/04/2018;18.4;13.8;74.8;;1.8;3.6;23.2;16;0.5
04/04/2018;18.4;14.8;79.2;;1.9;3.6;23.2;14.8;3.1
05/04/2018;20.1;13.8;66.9;852.4;1.4;2.6;27.6;12;0
06/04/2018;21.6;13.1;58.4;;1.3;3.1;29.2;14;
07/04/2018;20;15.3;74.3;853.8;1.2;3.1;29.2;14.9;
08/04/2018;21;15.3;70;855.5;2.1;4.6;28.4;16.6;
09/04/2018;21.5;15.8;69.9;;1.5;3.1;28.4;16;
10/04/2018;21.3;16.2;72.7;;0.9;2.1;29;16;
11/04/2018;19.8;15.7;77.2;855.1;1.3;2.6;30.2;17;1
12/04/2018;19.4;16.5;83.4;854.9;1.1;3.6;30.2;17.4;0
13/04/2018;20;16.8;82;856.9;1.3;3.6;27.5;17.3;
14/04/2018;21;15.5;70.8;857.3;1.7;3.6;28.7;16;0.3
15/04/2018;21.6;15.2;66.8;857.4;1.6;4.1;28.7;17.6;
16/04/2018;19.9;16.8;82.3;857.7;1.1;3.6;26.3;17.4;7.1
17/04/2018;20.4;16.1;76;;0.8;2.1;27.9;15.9;
18/04/2018;22.3;14.8;62.7;;0.7;1.5;30;15.9;
19/04/2018;22.5;11.9;51.3;;1;1.5;30;16;
20/04/2018;22.4;10.3;46.1;856.8;1.3;2.6;30.9;13.3;
21/04/2018;22.5;6.1;34.6;857.1;0.9;1.5;31.6;13.6;
22/04/2018;21.9;3.3;29.5;857.4;1.2;2.6;31.6;12.2;
23/04/2018;21.9;5.3;33.8;857.7;0.9;2.1;31.4;11.4;
24/04/2018;21.3;7.1;39.8;857.4;1.1;2.6;31;12;
25/04/2018;27.6;5.7;24.8;;1.4;2.1;30;22;
26/04/2018;;;;;;;;;
27/04/2018;;;;;;;;;
28/04/2018;;;;;;;;;
29/04/2018;;;;;;;;;
30/04/2018;;;;;;;;;
01/05/2018;;;;;;;;;
02/05/2018;;;;;;;;;
03/05/2018;;;;;;;;;
04/05/2018;;;;;;;;;
05/05/2018;;;;;;;;;
06/05/2018;;;;;;;;;
07/05/2018;;;;;;;;;
08/05/2018;;;;;;;;;
09/05/2018;;;;;;;;;
10/05/2018;;;;;;;;;
11/05/2018;;;;;;;;;
12/05/2018;;;;;;;;;
13/05/2018;;;;;;;;;
14/05/2018;;;;;;;;;
15/05/2018;;;;;;;;;
16/05/2018;;;;;;;;;
17/05/2018;;;;;;;;;
18/05/2018;;;;;;;;;
19/05/2018;;;;;;;;;
20/05/2018;;;;;;;;;
21/05/2018;;;;;;;;;
22/05/2018;;;;;;;;;
23/05/2018;;;;;;;;;
24/05/2018;;;;;;;;;
25/05/2018;;;;;;;;;
26/05/2018;21.6;1.7;26.7;858;1.8;3.1;27.1;9.9;
27/05/2018;19.4;1.5;30.2;859.2;1.5;3.6;27.3;12.5;
28/05/2018;19.2;1.6;30.9;859.4;1.3;2.6;27.9;10;
29/05/2018;17.8;2.3;35.3;857.8;0.9;2.1;27.9;9;
30/05/2018;18.3;1.7;32.8;856.6;1.2;3.6;28;8.8;
31/05/2018;18.7;2.9;34.9;856.5;1.4;3.6;28;9;
01/06/2018;19;0.8;29.5;857.9;1.1;2.6;28.1;9.9;
02/06/2018;18.9;0.3;28.6;859.2;0.9;1.5;28.6;9.5;
03/06/2018;20.2;-0.4;25;860.1;0.9;2.6;29.3;11.4;
04/06/2018;17.4;-0.2;30.4;860.5;2.3;3.6;29.3;10.8;
05/06/2018;18.1;-8.3;15.8;;2.5;3.6;25.2;9.9;
06/06/2018;14.3;-2.1;32.1;861.6;2.4;5.1;25.2;7.2;
07/06/2018;14.5;-3;29.7;862;2;4.6;24;4.9;
08/06/2018;15.4;-3.8;26.3;860.5;1.8;3.6;24.5;6.6;
09/06/2018;15.3;-5;24.3;858.9;1.4;3.1;24.7;7;
10/06/2018;15.4;-5.6;23.2;858.8;2;3.6;24.6;7.7;
11/06/2018;15.6;-3.8;26.1;859.6;2.3;9.3;24.6;8.5;
12/06/2018;16.7;-3.1;25.8;859.8;1.7;3.6;26.4;9;
13/06/2018;16.3;-2.2;28.1;859.8;1.6;3.1;26.4;10.3;
14/06/2018;18.3;-2;25.2;858.2;1.5;3.1;27.2;8.5;
15/06/2018;;;;;;;;;
16/06/2018;;;;;;;;;
17/06/2018;;;;;;;;;
18/06/2018;;;;;;;;;
19/06/2018;;;;;;;;;
20/06/2018;;;;;;;;;
21/06/2018;;;;;;;;;
22/06/2018;;;;;;;;;
23/06/2018;;;;;;;;;
24/06/2018;;;;;;;;;
25/06/2018;;;;;;;;;
26/06/2018;;;;;;;;;
27/06/2018;;;;;;;;;
28/06/2018;21.6;-1.1;21.9;858.3;1.2;2.1;27.2;7;
29/06/2018;17.5;-2;26.4;858.2;1.1;2.6;27.2;10.8;
30/06/2018;17.2;-3.6;24;857.3;1.3;2.1;27.6;6.9;
01/07/2018;16.6;-4.1;23.9;857.9;1.2;2.1;27.6;8.6;
02/07/2018;15.9;-5.3;22.9;858.4;1.4;3.1;27;5.4;
03/07/2018;13.7;-8.3;20.9;860.6;2.4;3.6;24.7;5.3;
04/07/2018;13.2;-8.3;21.6;861.1;3;4.6;21.1;6.7;
05/07/2018;14.1;2.1;44.1;861.9;3.5;5.7;21;8;
06/07/2018;14.9;3.2;45.4;861.4;3.9;5.7;21;10;
07/07/2018;15;2.9;44.2;860.8;3.2;4.6;21.1;10.5;
08/07/2018;15.3;1.6;39.4;860.5;2.5;4.6;25;9;
09/07/2018;16;3;41.7;860;1.9;3.6;24.7;10;
10/07/2018;16.5;1.6;36.5;860.1;2.1;4.6;24;8.9;
11/07/2018;12.7;1.8;47.3;;2.6;3.6;23.9;11.2;
12/07/2018;;;;;;;;;
13/07/2018;;;;;;;;;
14/07/2018;;;;;;;;;
15/07/2018;;;;;;;;;
16/07/2018;;;;;;;;;
17/07/2018;;;;;;;;;
18/07/2018;;;;;;;;;
19/07/2018;;;;;;;;;
20/07/2018;;;;;;;;;
21/07/2018;;;;;;;;;
22/07/2018;;;;;;;;;
23/07/2018;;;;;;;;;
24/07/2018;;;;;;;;;
25/07/2018;;;;;;;;;
26/07/2018;;;;;;;;;
27/07/2018;;;;;;;;;
28/07/2018;;;;;;;;;
29/07/2018;;;;;;;;;
30/07/2018;;;;;;;;;
31/07/2018;;;;;;;;;
01/08/2018;;;;;;;;;
02/08/2018;;;;;;;;;
03/08/2018;;;;;;;;;
04/08/2018;;;;;;;;;
05/08/2018;;;;;;;;;
06/08/2018;;;;;;;;;
07/08/2018;;;;;;;;;
08/08/2018;;;;;;;;;
09/08/2018;;;;;;;;;
10/08/2018;;;;;;;;;
11/08/2018;;;;;;;;;
12/08/2018;;;;;;;;;
13/08/2018;;;;;;;;;
14/08/2018;;;;;;;;;
15/08/2018;;;;;;;;;
16/08/2018;;;;;;;;;
17/08/2018;;;;;;;;;
18/08/2018;;;;;;;;;
19/08/2018;;;;;;;;;
20/08/2018;;;;;;;;;
21/08/2018;;;;;;;;;
22/08/2018;;;;;;;;;
23/08/2018;;;;;;;;;
24/08/2018;;;;;;;;;
25/08/2018;;;;;;;;;
26/08/2018;;;;;;;;;
27/08/2018;;;;;;;;;
28/08/2018;;;;;;;;;
29/08/2018;;;;;;;;;
30/08/2018;;;;;;;;;
31/08/2018;;;;;;;;;
01/09/2018;;;;;;;;;
02/09/2018;;;;;;;;;
03/09/2018;;;;;;;;;
04/09/2018;;;;;;;;;
05/09/2018;;;;;;;;;
06/09/2018;;;;;;;;;
07/09/2018;;;;;;;;;
08/09/2018;;;;;;;;;
09/09/2018;;;;;;;;;
10/09/2018;;;;;;;;;
11/09/2018;;;;;;;;;
12/09/2018;;;;;;;;;
13/09/2018;;;;;;;;;
14/09/2018;;;;;;;;;
15/09/2018;;;;;;;;;
16/09/2018;;;;;;;;;
17/09/2018;;;;;;;;;
18/09/2018;;;;;;;;;
19/09/2018;;;;;;;;;
20/09/2018;;;;;;;;;
21/09/2018;25.9;-5.1;12.6;;1.3;2.1;34;22;
22/09/2018;26.9;-3.1;13.8;853.8;1.5;3.1;35.5;18.6;
23/09/2018;27.3;-0.6;16.2;853.6;1.8;4.1;35.5;17.8;
24/09/2018;22.3;-1.2;20.8;;1;2.6;35.1;20;
25/09/2018;24.2;0.3;20.7;853.1;1.8;4.1;35.1;15.5;
26/09/2018;25.1;-3.1;15.4;853.9;1.8;4.1;35.9;13.7;
27/09/2018;27.1;-5.8;11.1;854.3;1.8;5.1;36.7;16.8;
28/09/2018;25.9;-3.9;13.7;854.8;1.7;4.1;36.9;13.6;
29/09/2018;26.4;1.5;19.8;855;2.6;5.7;36.9;19.8;
30/09/2018;26.4;6.1;27.3;857.1;2.5;5.7;35.8;21;0.3
01/10/2018;25.3;7.1;31.3;856.2;2.3;5.1;34.2;18.2;0
02/10/2018;25.9;2.6;22;856;2.4;4.1;34.2;20.8;
03/10/2018;26.9;-2.1;14.8;855.4;1.9;3.1;35.2;16.6;
04/10/2018;26.6;-2.9;14.2;855.4;2.6;5.7;35.2;19;
05/10/2018;27.4;-5.3;11.3;855.8;1.7;4.1;35.6;19.4;
06/10/2018;27.8;1.7;18.5;856.2;2.5;5.1;35.6;21.4;
07/10/2018;26.2;3.2;22.5;855.7;1.8;4.1;20.9;2;
08/10/2018;26.1;-0.8;17;855.6;1.9;4.6;34;19.4;
09/10/2018;26.7;-4.7;12.4;853.9;2.1;4.1;35.9;20;
10/10/2018;27.2;-4.8;11.9;854.7;2;5.1;35.9;18.8;
11/10/2018;26.9;-4.4;12.5;854.6;1.4;4.1;36.3;17.7;
12/10/2018;27.2;-1.8;14.9;853.2;1.4;3.6;36.4;16.8;
13/10/2018;26.5;-1.6;15.8;852;2.6;6.2;36.4;16;
14/10/2018;23.5;-8.2;11.4;854.4;2.6;5.7;36.1;14;
15/10/2018;23.8;-7.6;11.8;855.5;2.5;5.1;33.6;15;
16/10/2018;23.8;-13.2;7.5;855.5;2;4.6;35.5;12;
17/10/2018;25.9;-8.7;9.5;852.8;2.2;4.1;37.2;14.3;
18/10/2018;26.2;-7.6;10.2;852;2.4;5.7;37.5;12.4;
19/10/2018;28.2;-3.8;12.1;;1.7;5.7;37.5;17.8;
20/10/2018;28.7;1.3;17;852.3;1.9;4.1;39.7;17.8;
21/10/2018;24.9;7.1;32.1;854.8;1.8;5.1;39.7;19.4;
22/10/2018;20.2;13.2;64.1;;4.1;5.1;33.1;17.6;0.5
23/10/2018;19.8;10.3;54.1;;3.8;6.2;25;15.5;0
24/10/2018;20.3;7.7;44.3;;2.8;5.1;26.1;14.9;
25/10/2018;23.9;3;25.6;856.9;2.3;4.6;31;15.9;
26/10/2018;22.9;4.5;30.1;858.7;2.1;5.1;33.1;14.2;
27/10/2018;24.2;4.8;28.5;859.3;1.2;3.6;31;14.8;
28/10/2018;27.1;1.7;19.3;856.7;1.4;3.6;35.2;17.6;
29/10/2018;28.7;-0.5;15;855.6;1.9;3.6;38;18.7;
30/10/2018;27.4;3.5;21.5;851.2;1.8;3.1;38;17.7;
31/10/2018;25.4;0.2;19.2;850.9;2.4;5.7;37.1;14.9;
01/11/2018;22.9;-0.1;21.8;852.9;2.4;4.6;35.2;12.4;
02/11/2018;25.4;-0.6;18;853.2;1.8;3.6;35.1;14;
03/11/2018;27.4;2.2;19.6;852.9;2.3;4.6;37.7;17.2;
04/11/2018;26.6;-0.6;16.8;853;2;4.6;37.7;16.7;
05/11/2018;24.9;4.4;26.6;854.2;2.3;5.7;;11.3;
06/11/2018;24.9;-9.1;9.8;853.2;1.7;3.1;35;12.3;
07/11/2018;25.2;-8.9;9.8;855.5;2;5.1;35.9;16.7;
08/11/2018;26.9;-13;6.4;855.8;1.7;4.1;36.8;16.6;
09/11/2018;28.4;-7.3;9.1;854.8;1.5;3.1;38;17.7;
10/11/2018;26.9;1;18.6;854.6;1.9;4.1;37.7;16.5;
11/11/2018;27.6;3.3;20.9;854.7;1.4;3.1;37.7;17.5;
12/11/2018;29.1;-3;12.2;855.8;1.9;3.6;37.3;18.5;
13/11/2018;;;;;;;;;
14/11/2018;;;;;;;;;
15/11/2018;;;;;;;;;
16/11/2018;;;;;;;;;
17/11/2018;;;;;;;;;
18/11/2018;;;;;;;;;
19/11/2018;;;;;;;;;
20/11/2018;;;;;;;;;
21/11/2018;;;;;;;;;
22/11/2018;;;;;;;;;
23/11/2018;;;;;;;;;
24/11/2018;;;;;;;;;
25/11/2018;;;;;;;;;
26/11/2018;;;;;;;;;
27/11/2018;;;;;;;;;
28/11/2018;;;;;;;;;
29/11/2018;;;;;;;;;
30/11/2018;;;;;;;;;
01/12/2018;;;;;;;;;
02/12/2018;;;;;;;;;
03/12/2018;;;;;;;;;
04/12/2018;;;;;;;;;
05/12/2018;;;;;;;;;
06/12/2018;;;;;;;;;
07/12/2018;;;;;;;;;
08/12/2018;;;;;;;;;
09/12/2018;;;;;;;;;
10/12/2018;;;;;;;;;
11/12/2018;;;;;;;;;
12/12/2018;;;;;;;;;
13/12/2018;;;;;;;;;
14/12/2018;;;;;;;;;
15/12/2018;;;;;;;;;
16/12/2018;;;;;;;;;
17/12/2018;;;;;;;;;
18/12/2018;;;;;;;;;
19/12/2018;;;;;;;;;
20/12/2018;;;;;;;;;
21/12/2018;;;;;;;;;
22/12/2018;;;;;;;;;
23/12/2018;;;;;;;;;
24/12/2018;;;;;;;;;
25/12/2018;;;;;;;;;
26/12/2018;;;;;;;;;
27/12/2018;;;;;;;;;
28/12/2018;;;;;;;;;
29/12/2018;;;;;;;;;
30/12/2018;;;;;;;;;
31/12/2018;;;;;;;;;
01/01/2019;;;;;;;;;
02/01/2019;;;;;;;;;
03/01/2019;;;;;;;;;
04/01/2019;;;;;;;;;
05/01/2019;;;;;;;;;
06/01/2019;;;;;;;;;
07/01/2019;;;;;;;;;
08/01/2019;;;;;;;;;
09/01/2019;27.6;-2.8;13.5;851.8;3;5.1;33.8;15.4;
10/01/2019;25.4;-1.8;16.5;852.4;2.3;5.1;34.4;14.4;
11/01/2019;26;-0.5;17.6;852.3;2.3;5.1;35.6;15.3;
12/01/2019;26;-1;16.9;852.4;2.4;5.7;35.6;16.7;
13/01/2019;26.6;1.5;19.6;852.1;2;4.6;37.9;15;
14/01/2019;24.3;12.1;46.4;852.8;1.7;7.2;37.9;19.8;1
15/01/2019;26.4;12.4;41.8;852.3;1.8;4.1;37;17;
16/01/2019;25.4;12.7;45.2;853.1;1.8;4.1;37;17.4;
17/01/2019;26.1;13.6;46.2;852.7;1.3;3.6;37;17.9;
18/01/2019;25.7;14.6;50.3;853.2;1.2;5.7;37;18.2;8.9
19/01/2019;26.3;12.2;41.4;853.2;1.2;3.1;36;17.6;0
20/01/2019;28.1;10.6;33.5;855.5;1.3;3.1;36;20.4;
21/01/2019;25.6;11.1;40.1;855.9;1.5;3.1;35.8;17.2;
22/01/2019;23.9;14.5;55.7;855.2;1;2.1;35.3;20.1;
23/01/2019;;;;;;;;;
24/01/2019;28.2;4.1;21.4;851.5;1.1;2.6;38;16.5;
25/01/2019;28.4;6.6;25.2;853.1;1.6;4.1;37.9;19;
26/01/2019;28.3;5.3;23.2;853.8;1.9;5.7;37.9;19.8;
27/01/2019;27.7;3.6;21.3;853.4;1.4;3.6;37.5;18.2;
28/01/2019;27.3;5.9;25.6;853.2;1.5;3.6;37.9;17;
29/01/2019;25.1;13.6;48.9;854.5;1.7;3.1;37.9;18;2
30/01/2019;26.9;12.6;41.2;854.7;1.2;2.1;35.4;17.6;
31/01/2019;24.5;14.4;53.3;854.1;1.4;5.7;36.4;19.8;0.3
01/02/2019;26.5;13;43.3;854.3;1.4;4.6;36;19.9;
02/02/2019;23.6;14.9;58.3;854.7;1.4;3.1;36;17.5;7.1
03/02/2019;23.6;15.1;59.1;853.9;1.9;3.6;33;19.7;0
04/02/2019;26.2;12.6;42.9;854.8;1.2;2.6;36;17;0.3
05/02/2019;;;;;;;;;
06/02/2019;20.2;15.7;75.6;;1.9;5.1;32.1;19;0
07/02/2019;21.6;14.5;64.2;853.5;1.6;3.6;32.1;17.7;8.9
08/02/2019;24.1;13.7;52.2;853.5;1;2.1;32;16.7;4.1
09/02/2019;26.5;12.9;42.9;852.2;1.8;3.6;34.2;20;0
10/02/2019;25.1;15.4;55;853.1;1.7;5.7;34.2;20;2
11/02/2019;26.3;12.1;41.2;852.5;1.3;3.6;34.5;20;
12/02/2019;25;6.4;30.5;850.9;2.1;4.6;35;16;
13/02/2019;24.9;2.8;23.8;852.3;1.8;5.1;36.3;12.9;
14/02/2019;25.6;3.6;24.1;853.8;1.5;3.6;35.7;15;
15/02/2019;24.3;0.4;20.8;;1.7;4.1;34.2;15;
16/02/2019;25.4;3.4;24.1;;1.9;5.1;35.8;14;
17/02/2019;24.6;13.3;49.6;;1.5;3.6;32.9;20.9;0.8
18/02/2019;28.3;7.6;27.1;;1.8;3.6;35;19;
19/02/2019;27.6;7.2;27.5;;1.5;3.1;35.1;19;
20/02/2019;27.4;7.6;28.6;854.8;2;4.6;35.6;18.9;
21/02/2019;28.1;3.9;21.3;;2.9;5.7;35.6;21.8;
22/02/2019;28.1;2.8;19.8;;2.4;4.6;35.1;20;
23/02/2019;27.5;6.8;26.9;;1.1;2.6;35.7;21.6;
24/02/2019;27.1;11.2;37.1;853.8;2.1;3.1;36.2;21;
25/02/2019;22.2;14.1;60.1;854.9;1.9;5.7;36.2;17.8;5.1
26/02/2019;23.8;12.7;49.9;855;1.7;3.6;31.5;17.8;
27/02/2019;25.6;12.3;43.6;854.7;1;2.1;34.9;17;
28/02/2019;28.4;6.2;24.4;854.4;1.4;3.6;38.2;17.3;2
01/03/2019;23.9;12.7;49.6;856.4;1.1;3.6;38.2;18;0
02/03/2019;25.9;12.2;42.3;855.7;1.5;3.6;36.3;18;
03/03/2019;26.9;4.8;24.2;854.8;2.1;5.1;37.9;15.7;
04/03/2019;27.2;5.3;24.8;853.2;1.7;3.6;38.4;16;
05/03/2019;28.3;7.5;27;853.5;2.1;4.6;38.4;21;
06/03/2019;25.8;14;48.2;857;1.3;4.6;37.7;20.5;4.1
07/03/2019;26.1;11;38.9;854.7;1.7;3.6;35.6;17;
08/03/2019;24.3;11.2;43.9;853.5;1.2;4.6;34.6;18.8;3.1
09/03/2019;24.4;11;42.9;854.6;1.1;3.1;34.6;18;
10/03/2019;25.4;1.8;21.5;;1.7;3.6;34.7;17.5;
11/03/2019;25.1;-2.6;16;854.8;2.2;5.1;34.7;14.2;
12/03/2019;25.6;-1.6;16.6;853.8;1;3.1;36.6;13.5;
13/03/2019;23.1;2.7;26.4;854.6;1.2;3.6;36.6;14.6;
14/03/2019;23.3;10.7;44.8;855.6;1.3;4.6;35.6;18;0.5
15/03/2019;27.2;9.7;33.5;855.2;1.2;3.1;36.7;18.9;
16/03/2019;30.1;7.2;23.7;854.5;1.2;2.6;37.5;20.6;
17/03/2019;28.6;7.9;27.3;853.5;1.7;3.1;37.5;22.7;0.5
18/03/2019;29.6;7.6;25.1;853.2;1.8;4.1;38.3;23;
19/03/2019;28;9.4;31.3;854;1.3;3.6;38.3;22;
20/03/2019;28.7;6.4;24.4;853.9;1.2;2.6;37.7;20.3;
21/03/2019;31.1;2.6;16.3;853.3;1.8;3.6;38.8;22.9;
22/03/2019;27.8;4;21.7;853.3;0.9;2.6;38.8;19;
23/03/2019;27.2;6.1;26;853.9;1.8;3.6;38.4;18;
24/03/2019;26;6.7;29.3;855.7;1.4;3.6;37.7;19.8;0.8
25/03/2019;22.9;11.8;49.4;855.8;2.4;4.6;34.6;17;0.5
26/03/2019;20.3;13.6;65.3;856.7;1.5;2.6;30.5;16.7;1
27/03/2019;23.1;12.5;51.4;858.5;1.7;3.6;31;18.7;0.3
28/03/2019;24.6;11.4;43.5;858.3;1.8;5.1;32.4;17;
29/03/2019;21.8;14.2;62;858.1;1.7;3.1;32.4;16.7;8.9
30/03/2019;22.9;14.2;57.9;856.7;2.4;4.1;32.1;16.7;
31/03/2019;22.6;12.2;51.7;856.6;2.1;3.1;32.1;18.5;
01/04/2019;23.7;13;51;856.1;1;2.6;31.2;18;
02/04/2019;24.2;12.8;49.1;855.9;1.8;5.1;32.5;17;
03/04/2019;23.7;13.8;53.9;855.4;1.9;4.1;32.5;16.7;15
04/04/2019;25.1;11.8;43.4;853.9;1.4;3.1;32.4;19;0
05/04/2019;24.1;5.3;29.6;853.2;1.5;3.1;33.2;15;
06/04/2019;25.2;4.6;26.5;853.8;2;3.6;33.7;18;
07/04/2019;24.1;6.4;32.2;;1.5;3.1;33.7;15;
08/04/2019;23.4;1.7;24.1;;1.2;2.6;31.5;14.7;
09/04/2019;;;;;;;;;
10/04/2019;;;;;;;;;
11/04/2019;27.6;8.4;30;;1.5;3.6;32.3;17.8;
12/04/2019;21.8;14.9;64.7;855.8;1.8;4.1;32.3;18;0.3
13/04/2019;22.4;12.5;53.4;855.1;1.5;3.1;31;17;2
14/04/2019;22.5;11.7;50.5;854.8;1.2;3.1;31.9;16.6;0
15/04/2019;23.7;9.4;40.3;854.8;1.6;3.6;31.9;16.8;0.3
16/04/2019;23.8;3.1;25.9;855.6;1.2;2.6;32.5;12.5;
17/04/2019;24.6;1.4;22;855.7;1.3;2.6;33.7;14.4;
18/04/2019;24.4;2.9;24.6;856.3;0.9;2.1;34.3;14.9;
19/04/2019;24.7;12.1;45.2;856.8;1.3;3.1;34.3;19.1;
20/04/2019;24.6;6.9;32.1;855.9;1.2;2.1;33.1;16.6;
21/04/2019;23.1;11.3;47.6;854.2;1.2;2.6;32.7;18;1
22/04/2019;22.6;8.3;40;854;1.2;3.1;32;15.8;
23/04/2019;22.8;2.6;26.5;854.7;1.7;3.1;31.8;14;
24/04/2019;23.5;-0.3;20.7;856.1;1.3;2.6;32.7;13.8;
25/04/2019;24.1;1.1;22.1;856.5;1.2;2.1;34;14.2;
26/04/2019;25.2;2.6;23;855.6;1.3;3.6;34.3;15.7;
27/04/2019;24.9;7.4;32.7;856.3;2.2;5.1;34.3;17.4;
28/04/2019;24.8;3.6;25.2;857.1;2.1;3.6;32.8;18;3.1
29/04/2019;23.5;2.3;24.9;857.6;1.5;4.6;32.5;13;0
30/04/2019;24;4.3;27.8;857.6;1.7;3.1;32.3;17.6;
01/05/2019;23.3;3.7;27.8;857;1.1;2.1;32.3;14.9;
02/05/2019;23.8;1.3;22.8;857.9;1.4;2.6;32.7;16;
03/05/2019;23.8;0.8;22;856.8;1.3;2.6;32.7;14.5;
04/05/2019;23;-1.1;20.2;856;1.3;3.1;32.3;13;
05/05/2019;23.7;0.1;21;856.7;1.9;3.1;31.9;16;
06/05/2019;24;4.3;27.9;857.6;2.1;4.1;31.3;17.6;
07/05/2019;23.6;5.7;31.4;;1.1;3.6;31.8;17;
08/05/2019;23.5;2.3;25;;1.1;2.1;32;15;
09/05/2019;23.6;0.1;21.2;;1;3.1;32.3;14;
10/05/2019;24.7;2.1;22.9;856.1;1.7;3.6;32.9;18.2;
11/05/2019;23.7;1.1;22.5;858.3;2.1;5.1;32;17.9;
12/05/2019;22.1;-1.2;21.1;;2.2;3.6;29;16;
13/05/2019;21.6;-0.3;23.2;;1.8;4.6;29.5;16;
14/05/2019;22.6;2.4;26.6;857.1;1.5;3.6;30;15.8;
15/05/2019;24.7;0.4;20.3;;1.5;2.6;31.7;18;
16/05/2019;;;;;;;;;
17/05/2019;;;;;;;;;
18/05/2019;;;;;;;;;
19/05/2019;;;;;;;;;
20/05/2019;21.4;-1.3;21.9;;1.2;2.6;30.3;14.4;
21/05/2019;21.9;-1.4;21.1;856.5;1.9;3.6;30.3;13.1;
22/05/2019;25.2;-2.8;15.6;;2.2;11.3;29.3;20;
23/05/2019;22.5;-1.9;19.5;857;1;2.6;30;15;
24/05/2019;21.9;-0.6;22.3;859.1;2.9;4.6;28.3;16.7;
25/05/2019;19.7;0.1;26.9;859.4;3;5.7;28.3;14.4;
26/05/2019;17.8;-0.4;29.2;859;2;4.1;26.3;10.7;
27/05/2019;18.8;-1.9;24.5;857.4;1.9;3.1;27;13;
28/05/2019;18.4;-3.2;22.9;856.7;2.2;4.1;26.8;11.7;
29/05/2019;19.3;-3.3;21.4;857;2.3;4.1;26.6;13;
30/05/2019;20.3;-1.3;23.4;856.8;2.2;4.6;27.2;15;
31/05/2019;19.4;0.9;29;856;1;2.6;27.9;13.9;
01/06/2019;19.8;-0.2;26.1;856.4;1.5;4.1;28.6;10.8;
02/06/2019;18.9;-3.3;22;858.5;0.9;1.5;28.6;8.9;
03/06/2019;19;-4.6;19.9;860.4;1.5;3.6;28.5;10.6;
04/06/2019;18.7;-3.4;22.2;860.5;1.5;3.1;28;10.8;
05/06/2019;19.1;-3.5;21.5;858.9;1.4;3.1;28;10.2;
06/06/2019;19.8;-4.9;18.5;858.4;1.1;2.6;29.3;8.2;
07/06/2019;19.4;-6.1;17.3;;1.5;3.1;29.3;10;
08/06/2019;19.5;-7.4;15.5;;2.3;4.6;28.6;12;
09/06/2019;19.3;-5.1;18.8;;1.9;4.1;28.1;12.9;
10/06/2019;18.1;-2.8;24;860.3;2.3;3.6;28.1;12.4;
11/06/2019;17.4;-1.1;28.3;;2.3;4.6;25;10;
12/06/2019;17.7;-2.1;26;;1.7;2.6;25.4;12;
13/06/2019;17.1;-4.5;22.5;861;2.7;5.1;25.4;10;
14/06/2019;16.2;-6.4;20.6;;2.8;5.7;23;8.3;
15/06/2019;15.9;-0.9;31.7;;2.5;5.1;22;10;
16/06/2019;16.4;0.9;35;;1.8;3.1;23;11;
17/06/2019;17.2;1.8;35.4;;1.7;2.6;24;10.6;
18/06/2019;16.7;1.3;35.5;;2.3;5.1;23;11;
19/06/2019;16.3;-1.6;29.3;;2.5;5.1;23;9;
20/06/2019;15.7;-2.7;28.3;;2.3;4.6;23;9;
21/06/2019;16.5;-3;26.2;;1.8;3.1;25;10;
22/06/2019;16.1;-4.4;24.1;;1.3;2.6;24.9;10;
23/06/2019;16.2;-5;23;857.2;1.2;2.1;25.9;9.2;
24/06/2019;17.2;-2.1;26.7;;1.3;2.1;26;9.6;
25/06/2019;17.2;-2;26.9;;1.1;2.1;26.7;10;
26/06/2019;16.9;-2.3;26.9;;1;2.6;27;8;
27/06/2019;17.9;-1.4;26.9;;1.4;3.6;26;11;
28/06/2019;17.6;-0.9;28.5;858.2;1.3;3.6;27.5;9.3;
29/06/2019;18.7;-0.9;26.7;;1.3;3.1;27.5;10.4;
30/06/2019;18.4;-0.4;28;;2;3.6;27.1;10;
01/07/2019;14.1;-12;15.3;;1.4;3.1;25;2;
02/07/2019;14.4;-7.4;21.4;;1.9;4.1;25.1;7;
03/07/2019;15.4;-10.7;15.5;859.3;2.5;4.1;25.1;7.7;
04/07/2019;16.5;-9.8;15.6;860.1;1.5;3.1;26.7;8.4;
05/07/2019;16.1;-10.4;15.2;;1.4;3.1;26.6;6;
06/07/2019;16.7;-10.3;14.7;858.8;1.3;2.6;27.2;6.5;
07/07/2019;16.4;-10.9;14.3;860.3;1.1;1.5;27.7;5.8;
08/07/2019;18.2;-13;10.8;860.9;1.8;3.6;27.7;8.8;
09/07/2019;21.2;-5.6;16.1;;3.2;5.1;26.1;14;
10/07/2019;17.9;-6.2;18.7;;2.2;5.1;27.1;7.9;
11/07/2019;19.6;-5.8;17.5;859.4;1.7;2.6;27.3;11.7;
12/07/2019;21.2;-4.4;17.5;;1.5;2.6;27;11.6;
13/07/2019;19.2;-5.8;17.9;;2;4.1;27.2;13;
14/07/2019;18.6;-7.3;16.6;;1.7;2.6;27.4;12;
